genome_name	sgb_id	usgb	study	sample_name	genome_size	n_fifty	number_contigs	completeness	contamination	assigned_species	assigned_genus	assigned_family	assigned_order	assigned_class	assigned_phylum	assigned_kingdom	closest_species	closest_genus	closest_family	closest_order	closest_class	closest_phylum	closest_kingdom	average_distance	sequence_url	annotations_url	uniref_url
QinJ_2012__T2D-012__bin.28	10068	No	QinJ_2012	T2D-012	4363415	23271	277	97.97	0.58	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-012__bin.28.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-012__bin.28.txt
QinJ_2012__T2D-014__bin.18	10115	No	QinJ_2012	T2D-014	4138098	9163	598	73.28	3.45	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/QinJ_2012__T2D-014__bin.18.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/QinJ_2012__T2D-014__bin.18.txt
QinJ_2012__T2D-015__bin.56	10068	No	QinJ_2012	T2D-015	4376352	7387	773	90.59	3.03	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-015__bin.56.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-015__bin.56.txt
QinJ_2012__T2D-016__bin.8	10068	No	QinJ_2012	T2D-016	4035546	5792	834	90.08	4.46	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-016__bin.8.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-016__bin.8.txt
QinJ_2012__T2D-017__bin.32	10112	No	QinJ_2012	T2D-017	2795197	205908	31	55.17	0.00	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella quasipneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10112/QinJ_2012__T2D-017__bin.32.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10112.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10112/QinJ_2012__T2D-017__bin.32.txt
QinJ_2012__T2D-018__bin.1	10068	No	QinJ_2012	T2D-018	2135073	3169	716	57.76	1.72	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-018__bin.1.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-018__bin.1.txt
QinJ_2012__T2D-019__bin.9	10068	No	QinJ_2012	T2D-019	3982804	8100	632	88.09	1.48	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-019__bin.9.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-019__bin.9.txt
QinJ_2012__T2D-020__bin.24	10068	No	QinJ_2012	T2D-020	4071310	11106	475	92.38	0.78	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-020__bin.24.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-020__bin.24.txt
QinJ_2012__T2D-020__bin.27	10115	No	QinJ_2012	T2D-020	4734649	42207	200	62.41	0.00	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/QinJ_2012__T2D-020__bin.27.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/QinJ_2012__T2D-020__bin.27.txt
QinJ_2012__T2D-021__bin.25	10068	No	QinJ_2012	T2D-021	4080245	11615	510	95.72	0.80	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-021__bin.25.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-021__bin.25.txt
QinJ_2012__T2D-024__bin.16	10068	No	QinJ_2012	T2D-024	4434931	84369	79	96.76	0.84	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-024__bin.16.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-024__bin.16.txt
QinJ_2012__T2D-024__bin.47	10131	No	QinJ_2012	T2D-024	4866292	238002	46	99.37	0.93	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10131/QinJ_2012__T2D-024__bin.47.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10131.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10131/QinJ_2012__T2D-024__bin.47.txt
QinJ_2012__T2D-025__bin.14	10068	No	QinJ_2012	T2D-025	3732557	6955	665	90.13	1.56	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-025__bin.14.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-025__bin.14.txt
QinJ_2012__T2D-026__bin.24	10068	No	QinJ_2012	T2D-026	4122718	24783	266	96.98	0.44	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-026__bin.24.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-026__bin.24.txt
QinJ_2012__T2D-027__bin.15	10134	No	QinJ_2012	T2D-027	4631399	143761	57	97.60	0.68	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10134/QinJ_2012__T2D-027__bin.15.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10134.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10134/QinJ_2012__T2D-027__bin.15.txt
QinJ_2012__T2D-027__bin.67	10068	No	QinJ_2012	T2D-027	4567255	201972	45	96.73	0.33	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-027__bin.67.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-027__bin.67.txt
QinJ_2012__T2D-029__bin.30	10068	No	QinJ_2012	T2D-029	3741678	60714	105	81.99	0.10	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-029__bin.30.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-029__bin.30.txt
QinJ_2012__T2D-031__bin.17	10068	No	QinJ_2012	T2D-031	2743771	3492	836	68.14	1.22	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-031__bin.17.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-031__bin.17.txt
QinJ_2012__T2D-032__bin.50	10068	No	QinJ_2012	T2D-032	3517873	6121	710	81.72	1.72	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-032__bin.50.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-032__bin.50.txt
QinJ_2012__T2D-033__bin.18	10068	No	QinJ_2012	T2D-033	4364267	18051	378	94.38	0.75	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-033__bin.18.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-033__bin.18.txt
QinJ_2012__T2D-034__bin.5	10115	No	QinJ_2012	T2D-034	2724087	32038	132	63.85	0.61	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/QinJ_2012__T2D-034__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/QinJ_2012__T2D-034__bin.5.txt
QinJ_2012__T2D-035__bin.26	10068	No	QinJ_2012	T2D-035	4549578	30008	224	98.17	0.77	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-035__bin.26.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-035__bin.26.txt
QinJ_2012__T2D-036__bin.31	10068	No	QinJ_2012	T2D-036	3838662	6338	757	86.30	1.26	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-036__bin.31.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-036__bin.31.txt
QinJ_2012__T2D-037__bin.13	10068	No	QinJ_2012	T2D-037	4087500	16091	373	96.84	0.25	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-037__bin.13.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-037__bin.13.txt
QinJ_2012__T2D-038__bin.21	10068	No	QinJ_2012	T2D-038	3422654	5810	721	79.22	0.99	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-038__bin.21.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-038__bin.21.txt
QinJ_2012__T2D-039__bin.26	10115	No	QinJ_2012	T2D-039	4084115	8692	660	90.90	0.77	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/QinJ_2012__T2D-039__bin.26.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/QinJ_2012__T2D-039__bin.26.txt
QinJ_2012__T2D-040__bin.38	10068	No	QinJ_2012	T2D-040	3526975	5157	819	83.85	1.80	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-040__bin.38.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-040__bin.38.txt
QinJ_2012__T2D-041__bin.17	10115	No	QinJ_2012	T2D-041	3591801	4743	904	81.28	2.81	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/QinJ_2012__T2D-041__bin.17.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/QinJ_2012__T2D-041__bin.17.txt
QinJ_2012__T2D-043__bin.17	10115	No	QinJ_2012	T2D-043	4464078	19081	411	94.73	0.55	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/QinJ_2012__T2D-043__bin.17.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/QinJ_2012__T2D-043__bin.17.txt
QinJ_2012__T2D-047__bin.38	10068	No	QinJ_2012	T2D-047	2345218	3384	729	58.34	0.82	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-047__bin.38.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-047__bin.38.txt
QinJ_2012__T2D-049__bin.46	10068	No	QinJ_2012	T2D-049	4664841	82969	91	99.56	0.22	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-049__bin.46.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-049__bin.46.txt
QinJ_2012__T2D-051__bin.27	10068	No	QinJ_2012	T2D-051	2400531	3639	705	58.58	0.44	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-051__bin.27.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-051__bin.27.txt
QinJ_2012__T2D-057__bin.25	10068	No	QinJ_2012	T2D-057	3087774	146266	33	71.13	0.04	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-057__bin.25.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-057__bin.25.txt
QinJ_2012__T2D-058__bin.20	10068	No	QinJ_2012	T2D-058	4005424	8216	664	91.62	2.39	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-058__bin.20.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-058__bin.20.txt
QinJ_2012__T2D-059__bin.6	10068	No	QinJ_2012	T2D-059	4574429	77681	111	99.82	0.09	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-059__bin.6.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-059__bin.6.txt
QinJ_2012__T2D-060__bin.25	10068	No	QinJ_2012	T2D-060	4325854	11559	541	95.57	1.27	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-060__bin.25.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-060__bin.25.txt
QinJ_2012__T2D-061__bin.5	10115	No	QinJ_2012	T2D-061	2261248	31964	110	55.18	0.47	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/QinJ_2012__T2D-061__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/QinJ_2012__T2D-061__bin.5.txt
QinJ_2012__T2D-063__bin.29	10068	No	QinJ_2012	T2D-063	4806918	148197	55	99.32	0.15	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/QinJ_2012__T2D-063__bin.29.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/QinJ_2012__T2D-063__bin.29.txt
QinJ_2012__T2D-064__bin.8	10115	No	QinJ_2012	T2D-064	2943610	4256	794	69.83	1.25	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/QinJ_2012__T2D-064__bin.8.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/QinJ_2012__T2D-064__bin.8.txt
